name,DOB,sex,race,height,weight,zip,street,brth_cert_number
Axel MOSS,051672,0,,61,158,,,827824
Payton AVILES,121148,0,2,79,196,38205,3667 HANCOCK  ST,151889
Rihanna HOULE,061472,0,4,73,153,31294,7591 MISSIONARY  STREET,565214
Marco ROCHA,053047,0,4,51,115,31291,3469 OLYMPIC  STREET,246046
Hannah BOYKIN,030880,0,2,61,119,32460,5077 EVANS  ST,879002
Heaven ROSALES,121949,0,1,72,144,21566,5859 BROOKS  ST,293485
Bianca BARFIELD,062753,0,3,72,195,26701,9430 CLAIRMONT  STREET,898477
Blake ANDREWS,051749,0,3,56,133,30471,3664 LOCKWOOD  ST,624891
Kaylin PARK,091057,0,3,77,142,39765,8860 DEKALB COUNTY COURTHOUSE  ST,172231
Isiah GUINN,112279,0,2,63,,29829,8111 CHURCH  STREET,413892
Madeleine BRADSHAW,010667,0,1,76,195,25476,4150 DERRYDOWN  ST,437523
Garrett NAVA,033157,0,2,67,134,33049,4583 PATTILLO  STREET,153480
Phoebe PENN,021771,0,2,63,139,20422,3745 GLENDALE  ST,723418
Landen DENSON,052265,0,3,62,111,24937,9398 MCKINNON  ST,100721
Travis MYRICK,062358,0,4,79,162,28642,1169 MIDWAY  STREET,363149
Carolina MCCLOUD,100164,0,4,58,,34203,686 WOODLAND  ST,782267
Anderson CRAVEN,102771,0,2,60,111,34608,3940 LANDOVER  STREET,186820
Erica NAGLE,122350,0,4,64,156,31545,4561 TWIN OAKS  ST,436185
Dillon YOUNGER,032462,0,4,72,109,21031,2952 CLAIRMONT  ST,489132
Kaitlynn ROYAL,100649,0,1,58,,30671,8981 LIVINGSTON  STREET,280680
Victoria MORA,111084,0,2,62,133,26451,3520 BREENS  ST,282595
Lawrence EVERHART,082468,0,4,68,126,29001,4563 FENWAY  STREET,689049
Sidney KOWALSKI,061863,0,1,,145,28850,9773 OAKHURST COMMON  STREET,770679
Jazlyn BRUNER,121459,0,3,66,122,21280,6954 SYCAMORE RIDGE  ST,286802
Megan CARDONA,010983,,1,46,,33099,9291 PARKWOOD  STREET,838001
Perla WALKER,011655,0,3,70,152,20751,1731 HICKORY  ST,523084
Malik FLANAGAN,062773,0,1,,144,32337,8216 REGAL PATH  STREET,565590
Douglas DIGGS,010840,0,3,,140,21708,5170 LANDOVER  STREET,418784
Bradley LYTLE,061850,0,4,65,136,30603,9054 ZOAR  ST,176913
Roman HATTON,070453,0,3,79,173,20721,2171 NEW  STREET,170962
Patricia KEENE,120948,0,2,57,149,26351,4546 VILLA  STREET,288210
Zachary PORTILLO,121954,0,3,93,176,27093,7969 CHARLESGATE  STREET,500332
Amaya DEATON,032770,0,2,72,144,27622,8317 FORREST  ST,724275
Genesis MAYFIELD,041051,0,2,72,127,30545,8719 WILLOW  STREET,593622
Logan HOBSON,050383,0,1,84,155,34807,1254 WILLIAMS  ST,155585
Kali MELENDEZ,051070,0,2,56,115,22325,6015 HURON  ST,665401
Nasir GILLESPIE,050547,0,3,72,162,25645,1254 LENORE  ST,733306
Pierce GRAY,042177,,2,61,132,39615,9050 GLENN  STREET,737666
Curtis BARTON,041970,0,2,87,,37437,3688 MIMOSA  ST,464172
Nevaeh SPENCE,102982,0,2,,153,39468,4065 BEAUMONT  STREET,138099
Tyler HAAS,030867,0,4,57,131,24057,4001 WILTSHIRE  ST,884720
Aliyah OLVERA,082342,0,3,,,32245,7160 SWANTON HILL  STREET,343114
Bryanna CASH,050166,0,1,65,135,34652,7069 BUCHER  STREET,459568
Leonel BALLARD,041466,0,4,62,142,32978,7934 RENFROE  ST,542306
Jimmy HO,090852,0,1,,139,22097,9858 VICKERS  STREET,181968
Malachi KIMBLE,111152,0,2,62,119,34727,1022 WINTER  STREET,347705
Jacqueline GAVIN,062683,0,1,,140,27365,6731 WOODHAVEN  STREET,403054
Alicia BARBOSA,010847,0,4,62,121,28444,6432 FITZGERALD  ST,568655
Madalyn POINDEXTER,120770,0,4,,,30804,5749 HILL  STREET,772631
Ainsley CAIN,091784,0,4,72,153,20962,1368 NORTHERN  ST,135834
Elizabeth MORROW,033179,0,2,74,155,23608,408 OLD DECATUR  ST,150349
Allie DIETZ,090644,0,1,74,150,34321,2300 OLE ANSLEY  STREET,730729
Erick BEAVER,030467,0,1,57,169,27409,7280 OAKHURST COMMON  STREET,581583
Nasir BUSCH,120777,0,4,71,159,33481,6799 POPLAR LANE  STREET,142188
Grady GOMEZ,070371,0,3,,94,35488,5078 COLLEGE  STREET,238338
Rebekah HERRMANN,011984,0,2,78,,38548,8625 HILLDALE  ST,397290
Janiyah KAHN,080970,0,4,58,147,39273,2806 OAKHURST COMMON  STREET,359441
Ian KING,051654,0,3,64,,32135,1160 FAIRVIEW  STREET,376960
Lukas KENNEY,111168,0,1,,151,20618,7785 LOCKWOOD  STREET,818569
Maggie WILLIS,030545,0,2,63,111,26623,8498 VIVIAN  ST,867683
Kaden SOLOMON,041467,0,1,83,,22873,6284 MAPLE  STREET,253161
Sarah KING,113040,0,2,51,106,33270,4184 ASHBURY  STREET,442292
Paige CLIFFORD,080268,,3,66,114,22084,4801 MICHIGAN  STREET,236369
Austin SNYDER,070361,0,4,,,36280,3646 GRAYSON  ST,217496
Taylor MOYA,011645,0,2,69,97,26610,2870 LEYDEN  ST,881577
Piper RADFORD,070784,0,3,57,123,38177,463 WOODFERN  ST,483959
Cheyanne LAMAR,022682,0,1,,170,38896,857 CANDLER POINTE  STREET,517852
Casey CHRISTIE,110645,0,1,56,,31464,2410 WOODLAWN  ST,329240
Kaitlynn WINSTON,013077,0,1,63,104,29030,948 WILLIAMS  ST,750360
Kaden MCKINNON,080645,0,2,59,113,34199,622 HAROLD BYRD  STREET,725602
Bryce ROPER,111654,0,1,65,100,39594,9676 ROYAL  ST,248893
Damien VANG,062656,0,2,60,131,32326,8490 ARCADIA  STREET,134459
Pedro STAMPER,080162,0,4,51,86,24978,7209 ASHBURY HEIGHTS  ST,843445
Lorenzo FINCH,033048,0,3,65,148,26551,1624 DALEROSE  ST,589311
Madelyn JUDE,062157,0,4,52,111,25332,7745 DEKALB INDUSTRIAL  ST,326946
Maximilian HESTER,080159,0,1,63,142,36063,7140 CANDLER POINTE  ST,237117
Kaelyn BENSON,052156,0,1,62,114,35730,2346 ROYAL  STREET,506231
Nicholas DWYER,121566,0,1,66,135,35187,7337 ZOAR  STREET,432448
Aidan AGUILERA,030360,0,1,73,152,20841,5914 BUCHANAN  ST,504447
Tristan PEARSON,041476,0,2,69,165,,,405334
Franklin MORRELL,120764,0,4,75,170,25625,2207 WILTSHIRE  STREET,464535
Nathanael SHERROD,020347,0,4,,177,36508,3569 WILTON  ST,790989
Cole FARROW,033071,0,1,,133,39728,7378 ANSLEY  ST,838286
Kelsey PERRYMAN,052859,0,1,62,,24454,4592 GROVEMONT  STREET,385421
Emanuel CHANCE,050883,0,4,59,166,38877,1833 GARDEN  STREET,682152
Gary BOWEN,091846,0,3,69,107,22499,7414 OAKVIEW  ST,824246
Vivian RUDD,050751,0,4,84,,33967,4538 HOOD  ST,138292
Davis MARTEL,042141,0,4,56,144,29713,5987 WESTCHESTER  ST,252005
Carolina RUDOLPH,061082,0,3,56,98,21709,4661 EASTLAND  ST,500059
Jonah CRESPO,122080,0,1,,117,36209,4432 LAMONT  STREET,741835
Madison GUYTON,049082,0,2,75,124,27158,2980 THOMAS  STREET,783641
Gregory JETER,022864,0,1,64,137,35160,8429 LEYDEN  STREET,770158
Lily DICKINSON,031368,0,1,67,,21076,7238 CATHERINE  STREET,761529
Tyson RIZZO,111254,0,4,64,146,32458,7075 MISSIONARY  STREET,338432
Ezra QUINONES,091044,0,4,74,191,,,787476
Evelyn JENNINGS,050449,0,2,74,,32345,2669 EVANS  ST,102132
Kira FRANCIS,030680,0,3,59,148,28033,8610 OAKVIEW  STREET,679423
Trent MEADOWS,091151,0,2,63,170,26885,7164 CANDLER POINTE  ST,889721
Quinton BLACKMAN,021585,0,2,49,102,21739,5091 SENECA  STREET,822525
Tommy WITHERS,072255,0,4,69,152,34259,1325 GLENDALE  ST,341366
Sam NEWSOM,080276,0,3,,161,28733,2321 CHURCH  STREET,541115
Manuel SATTERFIELD,102056,0,4,48,107,39391,8825 2ND  STREET,653746
Amelia MAULDIN,050456,0,1,45,105,28466,476 DAVIS  ST,100309
Ramon FUNK,061185,0,4,,,32819,8797 HILLCREST  ST,722423
Omar XIONG,091683,0,2,62,,31794,662 MAEDIRIS  ST,407309
Nicolas SMART,090167,0,4,,,33528,7547 PATE  ST,898833
Lukas PACHECO,092448,0,3,76,153,21669,5361 MCDONOUGH  ST,794664
Jaelyn BEATTY,091951,0,2,,120,35141,8620 WILTSHIRE  STREET,279582
Bethany HOLLIDAY,080680,0,1,74,169,38400,1491 3RD  STREET,155692
Mariana MATLOCK,090557,0,4,74,155,29629,2446 RUSSELL  STREET,554351
Tristen WILEY,120142,0,3,70,147,26943,7562 HILLYER  STREET,411469
Samantha HOLLOWAY,111454,0,4,,,28249,9431 REGAL PATH  STREET,129415
Nayeli FLOOD,101752,0,3,79,136,23934,7671 CALLAWAY BUILDING  STREET,601195
Vincent FRANCO,031267,0,1,67,138,26299,3501 DOUGHERTY  STREET,103723
Haylee SWARTZ,011442,0,3,79,188,,,446381
Braydon CAUDILL,072048,0,1,,155,27800,9517 VIVIAN  ST,365612
Rose EMERY,082458,0,4,67,135,33496,3662 FITZGERALD  STREET,267341
Troy BRAY,021464,0,3,79,219,25791,8831 FERNDALE  STREET,720086
Tessa OLIVARES,082263,0,2,61,139,37311,7345 BRUTON  STREET,811647
Elise AVILES,012863,0,3,60,129,32266,1965 WOODBURY  STREET,733388
Trey MYERS,061741,0,1,55,112,30530,4893 OAKLAND  ST,830312
Hailee HAIRSTON,072352,0,1,63,145,23524,1427 NEW  ST,711144
Jaime YANEZ,090472,0,4,74,159,37027,8118 OLDFIELD  ST,744485
Everett COLBERT,062349,0,1,80,110,37215,1251 WILTON  ST,836816
Piper MCNULTY,121274,0,4,,131,35381,3389 GROVE  ST,725781
Emerson MCGEE,100359,0,1,65,149,21754,6496 KINGS  ST,446237
Mario MCELROY,112959,0,2,57,164,35897,1037 COLUMBIA  STREET,176440
Brenna CHANEY,100578,0,3,70,,27105,5284 GENEVA  ST,785053
Curtis PERSON,061652,0,4,51,113,37761,2574 SPRINGDALE  ST,793301
Walter HAMMOND,080556,0,4,49,126,32733,1726 FOWLER  STREET,533592
mAelia CURRIER,120482,0,2,52,,35713,1361 MANOR  STREET,518745
Paris LEE,092482,0,3,73,,25493,5618 HILLMONT  ST,399669
Cassandra RUDD,050442,0,2,65,129,30805,9373 NELSON FERRY  ST,377712
Jayden THIBODEAU,062454,0,4,69,143,32613,8473 HANCOCK  STREET,110006
Amari KUYKENDALL,052672,0,4,78,,38781,2678 BRUTON  ST,207743
Declan PERRYMAN,030857,0,2,70,136,22353,6713 ZOAR  STREET,216940
Gage SPAIN,061282,0,2,74,143,38301,6639 FERNDALE  STREET,302183
Collin ALSTON,081382,0,1,,,21177,3091 WESTCHESTER  STREET,156090
Shawn FUENTES,022562,0,2,,128,39097,7281 DERRYDOWN  STREET,235538
Rylan CARPENTER,020753,0,3,76,192,37306,7317 RENFROE  ST,792551
Moses LEDFORD,030276,0,3,60,96,38177,6095 PINECREST  ST,871076
Aniya HARE,051172,0,4,64,126,27157,5048 MAEDIRIS  ST,225321
Brenda RICO,121772,0,3,68,,29754,1556 WHEATFIELDS  ST,768034
Phoenix WITT,112482,0,2,78,,36376,3631 THOMAS  ST,859473
Elliott SATTERFIELD,091170,0,4,,133,37287,4397 FAYETTEVILLE  ST,815149
Terry MIDDLETON,100856,0,4,56,151,31485,2542 PLAINVIEW  ST,242418
Riley WINSTON,032578,0,3,61,,34896,1786 FAIRVIEW  ST,261670
Jayda JEFFERSON,051778,0,1,61,145,29736,8025 OLDFIELD  ST,582310
Mark TOLLIVER,022168,0,2,62,96,35169,5496 DERRYDOWN  ST,674304
Sabrina VIDAL,121382,0,2,,94,23494,6683 LANDOVER  ST,548731
Payton MALONE,123183,0,4,,142,36597,7953 MIMOSA  ST,249794
Kendra BASSETT,100585,0,1,,139,32330,1213 MCDONOUGH  STREET,899625
Maya WITHERS,111368,0,4,58,132,39869,4843 MOUNTAIN VIEW  ST,457334
Melody SIMPKINS,032165,0,1,51,150,39793,8001 APPIAN  ST,284167
Travis CHASE,032144,0,3,69,,38841,2973 HANCOCK  STREET,743926
Jason SCHULTE,102273,0,2,68,142,24311,9786 RUSSELL  ST,163711
Andre ALLISON,021377,0,1,76,166,27497,9009 DALEROSE  ST,587616
Hailee GROGAN,121049,0,1,59,135,26823,6161 PEAVINE CREEK  STREET,502816
Hannah CAUSEY,122262,0,2,,122,32816,5643 COVENTRY  STREET,350516
Leslie RHOADS,120669,0,4,88,,22908,8779 DURAND  STREET,629638
Devin FERRARA,061352,0,4,58,,24155,4283 VILLAGE WALK  STREET,716691
Lena MAGANA,113065,0,3,48,,27398,6050 FORKNER  ST,670462
Maximus FENTON,122145,0,3,62,,30228,4543 INMAN  STREET,562945
Emilio MELVIN,062850,0,3,61,184,22190,5173 APPIAN  STREET,154071
Rylan HARDEN,021372,0,2,70,,21600,6625 GRAYSON  ST,164641
Arianna FORBES,090874,0,3,66,126,25750,5047 SWANTON HILL  ST,454282
Nolan GIBBONS,032259,0,3,64,125,27984,3833 NORTHERN  STREET,126266
Angelique FROST,041165,0,4,,172,38858,3211 DEVONSHIRE  STREET,574372
Rowan SEAY,070263,0,4,63,,32176,7190 MARY GAY  ST,221092
Piper PAINTER,021580,0,1,70,,31808,968 HEATHERDOWN  STREET,425723
Kennedy BULL,100157,0,2,60,,21346,6454 GENEVA  ST,187727
Jamari LOWERY,031546,0,4,75,112,35857,6300 DURAND  ST,813281
Janelle LAY,093067,0,4,58,,27198,9696 LAMONT  ST,210838
Norah SHERROD,050567,0,3,92,140,34943,9678 CLAIRMONT  ST,241012
Jayda HOLLEY,082661,0,4,51,122,27623,8792 LENORE  ST,261099
Johnny CHILDERS,080256,0,4,65,123,38852,3290 TWIN OAKS  ST,270168
Genevieve ARELLANO,100551,0,4,68,124,34898,5504 VICKERS  ST,593823
Donald DELVALLE,110958,0,2,,,30619,707 MIMOSA  STREET,470719
Jermaine SHERRILL,030659,0,2,,122,38180,1562 FITZGERALD  STREET,566628
Elias CHENG,110345,0,4,62,138,22311,9493 MONTICELLO  STREET,627108
Adam YODER,080950,0,2,,153,37839,1830 ROCKLAND  ST,897547
Mohamed HOYT,072161,0,1,,110,20218,6851 MAPLE  ST,678291
Paola GRIGSBY,112877,0,1,77,,33623,4496 VILLAGE  STREET,431601
Linda BEAVER,072982,0,4,80,,21441,269 WILTSHIRE  STREET,595342
Jaiden DONNELLY,122984,0,4,64,91,34085,4089 JOHNSON  STREET,678183
Sydney LUMPKIN,040676,0,1,59,,29111,6625 CLAIREMONT  STREET,315656
Katelynn MORELAND,101677,0,1,,161,21511,6864 ASHBURY  STREET,172833
Sarai DELAROSA,120446,0,1,59,102,30598,6948 SYCAMORE  ST,324117
Kirsten BARR,092485,0,3,65,,35917,3705 ARCADIA  ST,241518
Judah SAWYER,042048,0,2,60,150,22688,8402 PINEVIEW  STREET,222109
Erick ARCHULETA,080545,0,3,51,99,39782,7222 ERIE  STREET,695247
Zachariah RAINES,042976,0,2,56,122,26525,9392 LAMONT  ST,893156
Kade MCELROY,101454,0,2,68,85,33864,6103 BEAUMONT  ST,680612
Destiny DEAN,021864,0,4,,199,27685,4566 COLLEGE  ST,425372
Terrance GRANT,112960,0,4,79,,37275,7136 DRIFTWOOD  ST,846569
Mia GOLDEN,022159,0,1,72,,36560,8201 WOODVIEW  STREET,775615
Mekhi SAENZ,100143,0,3,73,104,24650,4812 SAMS  ST,524571
Kayla OUELLETTE,070970,0,2,67,121,37744,8378 GREYLOCK  STREET,841180
Alexandra HUANG,031867,0,2,55,127,37186,2408 FITZGERALD  STREET,269509
Titus SERRANO,011146,0,4,,184,23515,9988 OLDFIELD  STREET,551253
Myles AMOS,073168,0,3,65,153,31537,3767 KATHRYN  STREET,276689
Holly GENTRY,070443,0,1,52,119,24975,7676 WOODFERN  ST,692152
Audrey LYONS,010841,0,3,57,115,27461,1433 ROCKLAND  ST,771728
Emilia PACK,062978,0,4,,182,23921,5013 GLENN  STREET,257303
Parker HEALY,091867,0,3,64,140,35020,7437 MCCLEAN  STREET,311553
Cecilia STEELE,050443,0,4,79,130,36778,2435 PINEVIEW  STREET,537050
Kendall GRISSOM,051680,0,4,81,150,27097,2661 BROWER  ST,648666
Elise HADLEY,040555,0,2,,193,32377,9750 HERTFORD  ST,786924
Tyler PREWITT,090682,0,2,71,,25742,4907 MARY GAY  STREET,855981
Sara SCHULTE,042947,0,2,73,106,34921,7342 MARY GAY  ST,816730
Gabrielle MOHR,112944,0,2,76,157,26109,4762 CHAMPLAIN  ST,830596
Jackson ADAM,041642,0,3,60,168,31398,403 DAVIS  STREET,333385
Holden TATE,102169,0,1,69,150,28521,4444 HIGH GATE  ST,673468
Johnny POLLARD,101263,0,3,,134,30659,7778 CHARLESGATE  STREET,545957
Alec LEONE,062248,0,1,85,199,27940,4898 COLLEGE  STREET,686568
Skyler BRAGG,031956,0,4,60,124,31831,3261 LOCKWOOD  STREET,663505
Tanner TOTH,042663,0,4,93,164,27285,416 SUPERIOR  STREET,425859
Kyler COOLEY,112347,0,2,57,111,28310,7886 CANDLER POINTE  ST,384975
Bethany CASH,122574,0,3,69,124,35316,7262 KATIE KERR  STREET,265903
Felix DOWELL,031649,0,4,73,144,23496,4524 FELD  STREET,421597
Janiya ALLEN,020670,0,1,72,145,27445,4650 KATHRYN  ST,283665
Scott SLEDGE,071746,0,4,57,123,26037,6526 SPRINGDALE  ST,415827
Gabriela NICKERSON,090445,0,4,66,138,27610,3241 MERRILL  STREET,583045
Jasmin HICKS,122055,0,2,69,115,21333,5412 LANSDOWNE  STREET,156990
Justin DOUGLAS,082254,0,4,77,,27395,258 ASHBURY HEIGHTS  ST,372103
Gabriela CALL,121457,0,2,,,20791,8022 PINETREE  ST,800252
Micheal GARDINER,112046,0,2,48,129,36923,8735 KATHRYN  STREET,659977
Jaden BRANCH,032171,0,1,75,193,23449,8572 POPE  ST,447575
Aaron MOFFETT,081870,0,4,58,109,35189,5853 DEKALB COUNTY COURTHOUSE  ST,633973
Ayla ARTHUR,051440,0,3,58,101,23828,9157 GRAYSON  STREET,358126
Isaac CHATMAN,072566,0,1,48,112,39784,1362 VIDAL  ST,415511
Jorge WELDON,092940,0,4,74,,,,530787
Braydon DONALD,121940,0,4,,154,26494,6630 FELD  STREET,819591
Yasmin ESPINOZA,102741,0,4,58,,27885,3575 ROYAL PATH  ST,705631
Juan ATKINS,071472,0,3,68,138,20560,1573 EVANS  ST,160346
Kimberly LAUGHLIN,021064,0,3,55,115,30944,4763 DEARBORN  ST,539097
Alexa VELEZ,051044,0,2,,,36088,9645 ASHWOOD  ST,709539
Adeline RAGSDALE,072455,0,2,,127,39696,3437 RUPERT  ST,745402
Adam HUERTA,011177,0,4,,169,,,476393
Norah ENRIQUEZ,031362,0,3,,123,32192,2536 ZOAR  ST,203370
Darius SMALL,050173,0,3,68,,25901,6285 LAREDO  STREET,239001
Bryant SANFORD,082440,0,3,,139,23198,1928 ADAMS  STREET,399122
Dominic GIPSON,122969,0,4,74,174,39874,2617 MOUNTAIN VIEW  STREET,870423
Emerson PAYTON,121141,0,1,80,183,37715,5764 PATTILLO  STREET,495745
Lukas DOBSON,101582,0,1,58,,39092,122 CHEVELLE  STREET,814314
Hope CONROY,013151,0,3,85,153,35312,6579 RIDLEY  ST,623454
Terry RADFORD,022374,0,1,55,128,26992,4125 CLAIREMONT  ST,428911
Derek BATEMAN,010446,0,3,62,160,29540,7595 ANSLEY  ST,571756
Cali ADAM,082760,0,2,62,,20276,4329 VILLAGE WALK  STREET,508833
Heidi BRUCE,122052,0,1,,,34411,7581 ROBIN  ST,319597
Orlando STJOHN,062179,0,1,62,,34470,5157 KIRK CROSSING  STREET,464439
Aubrey PRATHER,032785,0,1,56,138,35203,1856 RUSSELL  ST,219994
Makenna DODGE,110750,0,3,70,145,28971,5343 TRINITY  ST,455783
Brayden SPEARS,021562,0,4,,,35468,7588 SPRING  STREET,821343
Casey YODER,052060,0,4,,132,29913,7811 MANOR  ST,512631
Abraham COY,033183,0,1,,172,31462,6843 HIGH GATE  ST,821965
Hannah COSTA,072062,0,4,76,119,23885,5411 BEAUMONT  ST,614816
Aiden RUSH,052244,0,3,67,169,38965,3944 ROBIN  STREET,196964
Kylee RENNER,032552,0,3,56,127,32421,8518 MCCLEAN  STREET,146147
Dawson AIKEN,110953,0,1,63,150,29844,2411 FORREST  STREET,590868
Sarai LEONE,061469,0,4,,,38317,6195 VILLAGE WALK  ST,363106
Maddox PRESTON,111381,0,4,61,,28386,7567 INMAN  ST,399536
Miracle MCCALL,050683,0,2,72,,23091,6028 PENSDALE  STREET,711617
Juliana MILLIGAN,062445,0,1,,120,26991,6045 KATHRYN  ST,283669
Javon RICKS,042758,0,2,69,,35717,7653 JACKSON  ST,137020
Kristopher BARBOUR,072750,0,1,77,,22286,1765 GENEVA  STREET,210807
Tanner FORTIER,033073,0,4,68,114,28552,3985 CANDLER GROVE  STREET,399545
Paulina HANKINS,091743,0,3,75,151,37133,4580 UNDERWOOD  STREET,867748
Deandre BAUGHMAN,060271,0,3,78,165,39691,1700 OAKHURST  ST,341277
Alyssa JACK,111773,0,1,63,125,28122,2737 HILLDALE  STREET,629426
Cade INGRAM,040443,0,3,77,133,27618,452 FAYETTEVILLE  STREET,541884
Fiona SUTHERLAND,012560,0,2,67,121,38222,2610 COURT  STREET,570612
Lyla SISK,102666,0,1,48,128,33458,185 MARY GAY  ST,253142
Eric YU,110145,0,1,62,136,26163,5886 GARDEN  ST,171700
Eliza SERRANO,101266,0,4,70,150,23099,4534 GREENWOOD  ST,455243
Lizbeth BRANDON,050754,0,4,79,166,27795,4437 DRIFTWOOD  STREET,864110
Sadie FLOOD,011468,0,4,78,185,27389,8688 ARCADIA  STREET,578975
Gabriella PAGAN,032383,0,3,72,182,34895,2180 RIDLEY  STREET,420167
Hailee AYERS,111352,0,1,,182,24062,7967 CLAIRMONT  ST,398157
Ian STINSON,080285,0,3,53,145,35086,8035 ASHBURY  ST,248772
Jackson SALGADO,021341,0,1,70,134,27138,580 PINETREE  STREET,231731
Jasmine LUJAN,021982,0,2,75,129,27556,1328 NELSON FERRY  ST,604362
Devon LAWLER,070341,0,4,87,158,28440,7138 CRAIGIE  ST,596767
Jaden MAYBERRY,062571,0,3,60,87,20628,4976 MAXWELL  STREET,485045
Adan ROUSH,072249,0,1,78,169,34969,1195 CHELSEA  STREET,267381
Ernesto WHEATLEY,010445,0,2,47,139,34419,9978 CALLAWAY BUILDING  STREET,150788
Jesus CINTRON,102055,0,2,87,,35178,699 HIBERNIA  STREET,214680
Alanna SHOEMAKER,020468,0,2,76,194,39862,9284 HOOD  STREET,799933
Dallas HEWITT,070344,0,3,66,117,34536,8110 ARBOR WAY  STREET,318048
Beau TOLLIVER,101480,0,3,57,125,24212,9314 MAEDIRIS  STREET,819932
Sage FRY,073164,0,1,,129,26836,7361 POPLAR  STREET,198911
Blake BUTLER,051084,0,3,69,,24138,3558 LEYDEN  ST,562064
Kameron GALLEGOS,122867,0,4,84,175,29333,6097 HIGH GATE  STREET,488247
Trevor ROSEN,021979,0,3,79,173,38785,1318 1ST  STREET,189100
Kaden RHOADS,051782,0,1,78,,24469,9717 CHIEF MATTHEWS  ST,535012
Dalton PARSONS,090677,0,4,63,131,37867,6531 POPE  STREET,186071
Riley CHASE,060579,0,1,65,120,23523,2485 COLUMBIA  ST,239532
Crystal HIGGINBOTHAM,081366,0,2,,169,30517,2227 CREEKWOOD  ST,854996
Cohen BOWER,031471,0,1,59,,28487,9065 ASHFIELD  STREET,759355
Alexander GROVER,050265,0,4,,143,23704,2781 WINN  ST,426687
Sean IVEY,041460,0,4,62,136,24748,7809 3RD  ST,749232
Armando SCHULER,112973,0,1,63,140,39378,3615 COTTONWOOD  STREET,459953
Morgan MCDERMOTT,041154,0,4,,169,35339,3802 BROWN  ST,452785
Saul ALI,072778,0,2,72,163,26206,5208 FORKNER  ST,312901
Kaden ECHOLS,082142,0,3,64,125,38075,1996 RIDGELAND  STREET,328459
Catherine RAINES,110274,0,2,75,158,38962,4858 HEATON PARK  ST,276523
Charlotte CURRIE,040576,0,4,61,220,21699,9838 CANDLER GROVE  ST,598774
Allyson MONTGOMERY,081947,0,2,,111,27759,1046 LEYDEN  STREET,306228
Emily CRAIG,011081,0,2,57,120,22387,433 DREXEL  STREET,773552
Moises GANDY,012342,0,3,,142,23216,6027 ADAIR  STREET,783926
Louis MEREDITH,081446,0,3,78,,29426,4272 FRANKLIN  ST,620371
Max GREY,112352,0,4,58,,22321,7863 GENERAL DELIVERY  STREET,162769
Kaylin KEYS,092949,0,2,,,23184,9393 GRIFFIN  ST,799487
Michael MCCARTER,010270,0,1,,,31379,8585 ROYAL PATH  ST,364625
Esteban COSBY,121377,0,4,71,,33584,6666 DURAND FALLS  STREET,185005
Gabriela BREEDEN,030357,0,3,62,117,21157,8145 LIVINGSTON  ST,754257
Ximena JAMESON,101040,0,2,59,136,27024,7483 CHELSEA  ST,306398
Michaela AMADOR,040882,0,4,,143,34738,1917 RIO  STREET,704522
Chelsea BLUM,013078,0,2,75,150,39998,9263 MARY GAY  STREET,241110
Randy MCNEAL,042772,0,2,,,22437,4636 MIDWAY  STREET,790275
Brendan ADLER,081855,0,2,,134,25237,3080 MICHIGAN  ST,164179
Imani WILKINSON,091458,0,1,62,136,30461,3280 GREEN  STREET,500919
Isabelle NASH,042774,0,1,74,,28083,7654 PINE  STREET,126328
Sebastian CHONG,072367,0,3,73,182,36715,3725 EASTLAND  ST,884897
Kendall MUNOZ,010145,0,2,51,127,30506,6255 KATIE KERR  ST,620116
Enrique HOUSTON,101362,0,1,85,,31213,310 UNDERWOOD  STREET,536395
Leland FAULKNER,102180,0,4,,139,27614,9050 HOOD  ST,836295
Mariah RICHTER,052572,0,2,67,128,39904,5058 KATHRYN  ST,324219
Zachary BOWENS,031349,0,2,,121,37897,600 DURAND  STREET,394089
Armando POLK,090250,0,2,44,119,29678,3280 4TH  ST,832161
Kate WOODY,010340,0,4,72,,21973,4539 MCDONOUGH  ST,287585
Malia BLALOCK,110740,0,4,59,102,34195,6451 CHEVELLE  STREET,238758
Josephine ADLER,121550,0,4,59,120,32928,6064 DURAND FALLS  STREET,819435
Alyssa AUGUSTINE,022174,0,2,68,129,27369,8375 ROCKLAND  ST,492832
Derrick DUFFY,031561,0,3,70,160,36232,6858 WESTCHESTER  STREET,659122
Brooklyn BOBO,040744,0,3,,172,39577,9641 DOGWOOD  STREET,585176
Madeline LINDSAY,022559,0,3,78,154,29406,5889 ROYAL  ST,272884
Peter DOOLEY,031755,0,3,,155,25524,2298 LUCERNE  ST,804357
Caleb DEAN,111071,0,4,53,113,20503,9986 OAKVIEW  ST,485885
Jamari REESE,092653,0,4,79,168,35256,699 OAKVIEW  ST,166491
Isaiah HIGHTOWER,021653,0,3,60,108,39734,5800 OAK  STREET,602747
Carolina HUFFMAN,102541,0,1,,140,36658,9120 TANYARD CREEK  ST,774535
Jordan FULTZ,121968,0,1,71,157,24639,6016 HUNTER  STREET,579613
Zane EASON,042765,0,2,84,,34639,5287 RENFROE  STREET,802332
Robert BILLINGSLEY,101378,0,4,78,163,38594,2937 VILLA  ST,428107
Madalyn GREGORY,021857,0,1,48,139,23561,8238 BEAUMONT  ST,753478
Jonathon BROTHERS,120959,0,3,54,91,27651,7244 WESTCHESTER  ST,734886
