firsrt_name,last_name,DOB,sex,race,height,weight,ZIP,street,defect_code
Kadence,GORE,04241970,0,4,,,28913,3726 DURAND FALLS  STREET,337,
Brayden,VILLA,02171968,0,3,66,128,38875,5968 GREENWOOD  ST,294,
Addison,HOUSER,11151941,0,3,57,112,30893,4650 MIDWAY  ST,158,
Harper,WINSTEAD,07231960,0,4,78,166,30679,369 MELROSE  STREET,461,
Brennan,MYLES,10041981,0,4,56,,34166,4865 WOODLAWN  ST,141,
Brayan,BERGERON,12121945,0,1,55,103,39974,2202 SWANTON  ST,280,
Marcus,SIMMONS,03161951,0,1,77,151,20245,2794 CRAIGIE  ST,394,
Kailey,MATHIS,03241970,0,3,62,122,31593,2409 CANDLER  ST,445,
Katelyn,WARE,07271960,0,1,57,134,36404,8633 CHELSEA  ST,167,
Judah,MATA,06151981,0,2,,133,28744,1643 EVANS  ST,343,
Mercedes,ERNST,03181957,0,3,76,,27118,1211 CALLAWAY  ST,495,
Jack,METZGER,02251985,0,3,,,29484,8632 CLARION  STREET,284,
Ashton,GARRISON,05101955,0,4,,168,34952,3014 ROBIN  STREET,387,
Trinity,SANDOVAL,06281950,0,4,61,101,22573,6404 BRIDLEWOOD  STREET,105,
Zackary,ASHBY,06241941,0,1,,132,22631,7090 MAXWELL  ST,472,
Angel,SALDANA,04121967,0,3,69,155,35850,3278 RIDGELAND  ST,268,
Ariel,STEVENS,08281959,0,3,75,162,29033,333 WIMBERLY  ST,361,
Alexia,CARLTON,06171966,0,3,78,,29306,1466 CANDLER POINTE  ST,426,
Carmen,HOWE,11301981,0,3,69,164,31652,7145 KATIE KERR  STREET,435,
Gabrielle,SHAPIRO,08251940,0,3,70,147,37542,3267 GENEVA  ST,445,
Dominick,DAVILA,12191985,0,4,79,,20337,1130 NORRIS  ST,484,
Kingston,BURNEY,04271949,0,1,71,160,28468,6999 VILLA  ST,254,
Dane,HOLDER,03121940,0,2,73,166,39618,7974 ASHFIELD  ST,475,
Abbigail,HUEY,10081959,0,1,77,,21938,8389 NORRIS  ST,263,
Hazel,COREY,09121984,0,4,67,129,29339,7698 GROVE  ST,423,
Trevor,GODFREY,05271973,0,4,58,121,30981,5265 MERRILL  ST,176,
Kristopher,PERKINS,07171962,0,2,70,,,,174,
Lauren,RAMSEY,07061962,0,4,,,32418,8473 VICKERS  ST,187,
Reece,DILL,01051985,0,2,,164,20229,8786 VILLAGE  STREET,459,
Tyler,MOSLEY,01241961,0,1,65,123,20310,5709 GLENN  STREET,200,
Brooke,ALLARD,04201985,0,4,,142,36837,4451 DERRYDOWN  STREET,378,
Jordan,BARNEY,09231949,0,4,73,158,27947,5312 SYCAMORE  STREET,143,
Ethan,LAMBERT,08191957,0,2,69,,32515,6535 FAIRPARK  ST,292,
Julianna,KNOWLES,09051969,0,3,65,,33790,633 ZOAR  ST,473,
Lyla,MORROW,10261946,0,1,63,,38604,2563 KATIE KERR  ST,417,
Cynthia,BUTCHER,02041977,0,2,79,149,31630,6209 LOCKWOOD  ST,398,
Harper,GLASS,12281962,0,1,57,101,27664,7069 BENSON  STREET,318,
Robert,PAYTON,07211970,0,2,60,127,25293,3211 CHURCH  STREET,486,
Tiffany,JACOBSON,01271979,0,4,67,135,20421,8148 TWIN OAKS  STREET,235,
Jose,FORTIER,10241953,0,1,60,125,21503,8444 BROWN  ST,421,
Axel,MOSS,05161972,0,4,68,126,,,419,
Payton,AVILES,12111948,0,2,79,166,38205,3667 HANCOCK  ST,245,
Rihanna,HOULE,06141972,0,4,73,153,31294,7591 MISSIONARY  STREET,482,
Marco,ROCHA,05301947,0,4,64,136,22014,8606 LEYDEN  STREET,276,
Hannah,BOYKIN,03081980,0,2,,119,27649,3552 OLE ANSLEY  STREET,365,
Heaven,ROSALES,12191949,0,1,72,144,21566,5859 BROOKS  ST,196,
Bianca,BARFIELD,06271953,0,3,76,168,26701,9430 CLAIRMONT  STREET,270,
Blake,ANDREWS,05171949,0,3,63,133,30471,3664 LOCKWOOD  ST,222,
Kaylin,PARK,09101957,0,3,72,142,36102,7629 MOUNTAIN VIEW  STREET,409,
Isiah,GUINN,11221979,0,2,,,,,169,
Madeleine,BRADSHAW,01061967,0,1,,163,24443,2730 HILLCREST  STREET,199,
Garrett,NAVA,03311957,0,2,67,142,33049,4583 PATTILLO  STREET,400,
Phoebe,PENN,02171971,0,2,58,152,20422,3745 GLENDALE  ST,218,
Landen,DENSON,05221965,0,3,57,111,24937,9398 MCKINNON  ST,413,
Travis,MYRICK,06231958,0,4,79,,28642,1169 MIDWAY  STREET,489,
Carolina,MCCLOUD,10011964,0,4,61,132,27873,3778 PINEVIEW  ST,473,
Anderson,CRAVEN,10271971,0,2,60,111,34608,3940 LANDOVER  STREET,341,
Erica,NAGLE,12231950,0,4,72,134,31545,4561 TWIN OAKS  ST,287,
Dillon,YOUNGER,03241962,0,4,67,137,21031,2952 CLAIRMONT  ST,289,
Kaitlynn,ROYAL,10061949,0,1,71,,30671,8981 LIVINGSTON  STREET,295,
Victoria,MORA,11101984,0,2,,105,35770,4605 CATHERINE  STREET,419,
Lawrence,EVERHART,08241968,0,4,68,126,36977,7668 FENWAY  STREET,415,
Sidney,KOWALSKI,06181963,0,1,57,124,28850,9773 OAKHURST COMMON  STREET,319,
Jazlyn,BRUNER,12141959,0,3,66,132,34733,7183 BEAUMONT  STREET,466,
Megan,CARDONA,01091983,0,1,55,138,33099,9291 PARKWOOD  STREET,170,
Perla,WALKER,01161955,0,3,70,171,20751,1731 HICKORY  ST,255,
Malik,FLANAGAN,06271973,0,1,,141,37418,2121 NELSON FERRY  STREET,375,
Douglas,DIGGS,01081940,0,3,62,124,21708,5170 LANDOVER  STREET,136,
Bradley,LYTLE,06181950,0,4,65,,30603,9054 ZOAR  ST,444,
Roman,HATTON,07041953,0,3,,170,31896,3209 EMERSON  ST,323,
Patricia,KEENE,12091948,0,2,,,24502,3999 DAVIS  ST,434,
Zachary,PORTILLO,12191954,0,3,,,33309,5005 HILLMONT  ST,490,
Amaya,DEATON,03271970,0,2,72,115,27622,8317 FORREST  ST,143,
Genesis,MAYFIELD,04101951,0,2,72,141,30545,8719 WILLOW  STREET,199,
Logan,HOBSON,05031983,0,1,76,198,34807,1254 WILLIAMS  ST,389,
Kali,MELENDEZ,05101970,0,2,,,22325,6015 HURON  ST,367,
Nasir,GILLESPIE,05051947,0,3,72,162,35424,9179 APPIAN  ST,373,
Pierce,GRAY,04211977,0,2,,132,39615,9050 GLENN  STREET,415,
Curtis,BARTON,04191970,0,2,79,179,37437,3688 MIMOSA  ST,361,
Nevaeh,SPENCE,10291982,0,2,73,,39468,4065 BEAUMONT  STREET,162,
Tyler,HAAS,03081967,0,4,61,131,24057,4001 WILTSHIRE  ST,272,
Aliyah,OLVERA,08231942,0,3,64,125,32245,7160 SWANTON HILL  STREET,269,
Bryanna,CASH,05011966,0,1,65,111,35234,8463 3RD  STREET,205,
Leonel,BALLARD,04141966,0,4,,142,33895,9686 MIDWAY  ST,199,
Jimmy,HO,09081952,0,1,,116,21467,3270 ZOAR  ST,286,
Malachi,KIMBLE,11111952,0,2,62,,34727,1022 WINTER  STREET,458,
Jacqueline,GAVIN,06261983,0,1,72,168,27365,6731 WOODHAVEN  STREET,487,
Alicia,BARBOSA,01081947,0,4,58,101,29942,9559 JOHNSON  ST,317,
Madalyn,POINDEXTER,12071970,0,4,75,,30804,5749 HILL  STREET,385,
Ainsley,CAIN,09171984,0,4,70,,26183,1905 CHELSEA  STREET,400,
Elizabeth,MORROW,03311979,0,2,74,186,23608,408 OLD DECATUR  ST,200,
Allie,DIETZ,09061944,0,1,74,155,36221,8395 CANDLER  STREET,302,
Erick,BEAVER,03041967,0,1,66,138,27409,7280 OAKHURST COMMON  STREET,441,
Nasir,BUSCH,12071977,0,4,71,159,23556,6679 VICKERS  STREET,313,
Grady,GOMEZ,07031971,0,3,55,118,35488,5078 COLLEGE  STREET,422,
Rebekah,HERRMANN,07191984,0,2,,172,26156,9042 CLAIREMONT  ST,218,
Janiyah,KAHN,08091970,0,4,,,39273,2806 OAKHURST COMMON  STREET,252,
Ian,KING,05161954,0,3,64,126,28384,8869 JOHNSTON  STREET,177,
Lukas,KENNEY,11111968,0,1,79,,32341,7975 MONTGOMERY  ST,418,
Maggie,WILLIS,03051945,0,2,58,118,26623,8498 VIVIAN  ST,318,
Kaden,SOLOMON,04141967,0,1,74,153,25597,2758 OLYMPIC  ST,475,
Sarah,KING,11301940,0,2,57,122,20514,9375 BRIDLEWOOD  ST,221,
Paige,CLIFFORD,08021968,0,3,61,,29714,8269 WILTON  STREET,108,
Austin,SNYDER,07031961,0,4,58,120,36280,3646 GRAYSON  ST,366,
Taylor,MOYA,01161945,0,2,58,97,26034,3311 DEKALB INDUSTRIAL  STREET,136,
Piper,RADFORD,07071984,0,3,,123,25022,8104 HOOD  ST,256,
Cheyanne,LAMAR,02261982,0,1,78,,30459,3587 EMERSON  ST,117,
Casey,CHRISTIE,11061945,0,1,56,129,31464,2410 WOODLAWN  ST,126,
Kaitlynn,WINSTON,01301977,0,1,63,109,29030,948 WILLIAMS  ST,284,
Kaden,MCKINNON,08061945,0,2,58,127,34199,622 HAROLD BYRD  STREET,243,
Bryce,ROPER,11161954,0,1,65,119,39594,9676 ROYAL  ST,169,
Damien,VANG,06261956,0,2,,131,32326,8490 ARCADIA  STREET,368,
Pedro,STAMPER,08011962,0,4,56,102,24978,7209 ASHBURY HEIGHTS  ST,362,
Lorenzo,FINCH,03301948,0,3,65,130,26551,1624 DALEROSE  ST,371,
Madelyn,JUDE,06211957,0,4,56,119,25332,7745 DEKALB INDUSTRIAL  ST,120,
Maximilian,HESTER,08011959,0,1,61,145,23362,4691 CANDLER GROVE  ST,137,
Kaelyn,BENSON,05211956,0,1,62,109,27828,2395 CANDLER  ST,107,
Nicholas,DWYER,12151966,0,1,66,135,38185,9143 SWANTON  STREET,454,
Aidan,AGUILERA,03031960,0,1,75,152,20841,5914 BUCHANAN  ST,337,
Tristan,PEARSON,04141976,0,2,79,147,20969,8877 PENSDALE  STREET,458,
Franklin,MORRELL,12071964,0,4,75,170,36904,6917 PONCE DE LEON  STREET,359,
Nathanael,SHERROD,02031947,0,4,63,118,36508,3569 WILTON  ST,176,
Cole,FARROW,03301971,0,1,,131,39728,7378 ANSLEY  ST,345,
Kelsey,PERRYMAN,05281959,0,1,63,143,24454,4592 GROVEMONT  STREET,479,
Emanuel,CHANCE,05081983,0,,,166,38877,1833 GARDEN  STREET,177,
Gary,BOWEN,09181946,0,3,69,,22499,7414 OAKVIEW  ST,386,
Vivian,RUDD,05071951,0,4,,121,21381,1790 BENSON  ST,203,
Davis,MARTEL,04211941,0,4,71,146,22078,1463 TRINITY  ST,143,
Carolina,RUDOLPH,06101982,0,3,56,80,22740,4469 GREENWOOD  STREET,471,
Jonah,CRESPO,12201980,0,1,56,93,21630,7707 ROYAL  ST,101,
Madison,GUYTON,04301982,0,2,75,180,34876,9940 OAKHURST  ST,440,
Gregory,JETER,02281964,0,1,64,119,35160,8429 LEYDEN  STREET,237,
Lily,DICKINSON,03131968,0,1,66,140,21076,7238 CATHERINE  STREET,387,
Tyson,RIZZO,11121954,0,4,64,134,32458,7075 MISSIONARY  STREET,411,
Ezra,QUINONES,03101944,0,4,,,34669,4685 HORIERIC  ST,197,
Evelyn,JENNINGS,05041949,0,2,74,161,32345,2669 EVANS  ST,366,
Kira,FRANCIS,03061980,0,3,72,,28033,8610 OAKVIEW  STREET,440,
Trent,MEADOWS,03171951,0,2,76,190,26885,7164 CANDLER POINTE  ST,359,
Quinton,BLACKMAN,02161985,0,2,55,122,21739,5091 SENECA  STREET,466,
Tommy,WITHERS,07221955,0,4,69,,30549,8112 AVERY  STREET,463,
Sam,NEWSOM,08021976,0,3,,112,27650,660 BROWER  ST,317,
Manuel,SATTERFIELD,10201956,0,4,55,,35977,5481 DEERWOOD  STREET,358,
Amelia,MAULDIN,05041956,0,1,57,,28466,476 DAVIS  ST,372,
Ramon,FUNK,06111985,0,4,,158,22491,3432 PINEVIEW  ST,422,
Omar,XIONG,09161983,0,2,62,96,38143,3008 PINEHURST  STREET,212,
Nicolas,SMART,09011967,0,4,72,,33528,7547 PATE  ST,339,
Lukas,PACHECO,09241948,0,3,,153,21669,5361 MCDONOUGH  ST,214,
Jaelyn,BEATTY,09191951,0,2,62,103,35141,8620 WILTSHIRE  STREET,491,
Bethany,HOLLIDAY,08061980,0,1,74,160,38400,1491 3RD  STREET,415,
Mariana,MATLOCK,09051957,0,4,69,155,29629,2446 RUSSELL  STREET,470,
Tristen,WILEY,12011942,0,3,70,146,20484,6920 FERNDALE  ST,173,
Samantha,HOLLOWAY,11141954,0,4,71,152,22839,9517 CHARLESGATE  STREET,252,
Nayeli,FLOOD,10171952,0,3,71,,23934,7671 CALLAWAY BUILDING  STREET,370,
Vincent,FRANCO,03121967,0,1,65,,26299,3501 DOUGHERTY  STREET,233,
Haylee,SWARTZ,01141942,0,3,79,188,,,453,
Braydon,CAUDILL,07201948,0,1,64,,31286,2135 OLE ANSLEY  ST,417,
Rose,EMERY,08241958,0,4,67,,33496,3662 FITZGERALD  STREET,312,
Troy,BRAY,02141964,0,3,79,,25791,8831 FERNDALE  STREET,412,
Tessa,OLIVARES,08221963,0,2,61,116,32194,3980 OAKVIEW  STREET,354,
Elise,AVILES,01281963,0,3,61,138,32266,1965 WOODBURY  STREET,446,
Trey,MYERS,06171941,0,1,55,110,31932,2650 5TH  ST,123,
Hailee,HAIRSTON,07231952,0,1,63,173,23524,1427 NEW  ST,162,
Jaime,YANEZ,09041972,0,4,77,179,37027,8118 OLDFIELD  ST,191,
Everett,COLBERT,06231949,0,,,,37215,1251 WILTON  ST,277,
Piper,MCNULTY,12121974,0,4,58,,20520,742 SWANTON HILL  ST,477,
Emerson,MCGEE,10031959,0,1,65,,21754,6496 KINGS  ST,320,
Mario,MCELROY,11291959,0,2,,170,,,360,
Brenna,CHANEY,10051978,0,3,,,27105,5284 GENEVA  ST,387,
Curtis,PERSON,06161952,0,4,64,,31514,4025 LANSDOWNE  ST,137,
Walter,HAMMOND,08051956,0,4,62,126,39335,4536 POPE  STREET,383,
Amelia,CURRIER,12041982,0,2,65,,35713,1361 MANOR  STREET,268,
Paris,LEE,09241982,0,3,73,,30025,3258 KATHRYN  STREET,493,
Cassandra,RUDD,05041942,0,2,66,129,30805,9373 NELSON FERRY  ST,392,
Jayden,THIBODEAU,06241954,0,4,69,183,32613,8473 HANCOCK  STREET,411,
Amari,KUYKENDALL,05261972,0,4,75,169,38781,2678 BRUTON  ST,244,
Declan,PERRYMAN,03081957,0,2,,158,22353,6713 ZOAR  STREET,144,
Gage,SPAIN,06121982,0,2,72,114,38301,6639 FERNDALE  STREET,379,
Collin,ALSTON,08131982,0,1,62,,21177,3091 WESTCHESTER  STREET,430,
Shawn,FUENTES,02251962,0,2,64,128,39097,7281 DERRYDOWN  STREET,449,
Rylan,CARPENTER,02071953,0,3,77,160,23304,277 SYCAMORE RIDGE  ST,362,
Moses,LEDFORD,03021976,0,3,57,82,38177,6095 PINECREST  ST,134,
Aniya,HARE,05111972,0,4,64,149,27157,5048 MAEDIRIS  ST,122,
Brenda,RICO,12171972,0,3,57,106,29754,1556 WHEATFIELDS  ST,359,
Phoenix,WITT,11241982,0,2,78,160,36376,3631 THOMAS  ST,196,
Elliott,SATTERFIELD,09111970,0,4,,148,26801,6998 WILTON  ST,210,
Terry,MIDDLETON,10081956,0,4,70,151,31485,2542 PLAINVIEW  ST,104,
Riley,WINSTON,03251978,0,3,61,134,34896,1786 FAIRVIEW  ST,435,
Jayda,JEFFERSON,05171978,0,1,72,145,24981,6619 GROVEMONT  ST,415,
Mark,TOLLIVER,02211968,0,2,,,35169,5496 DERRYDOWN  ST,302,
Sabrina,VIDAL,12131982,0,2,,107,23494,6683 LANDOVER  ST,336,
Payton,MALONE,12311983,0,4,63,,35160,6706 HIBERNIA  ST,428,
Kendra,BASSETT,10051985,0,1,69,139,32330,1213 MCDONOUGH  STREET,306,
Maya,WITHERS,11131968,0,4,59,132,27231,8331 HEATHERDOWN  ST,311,
Melody,SIMPKINS,03211965,0,1,64,150,37333,1482 GLENLAKE COMMONS  ST,489,
Travis,CHASE,03211944,0,3,69,117,38841,2973 HANCOCK  STREET,390,
Jason,SCHULTE,10221973,0,2,62,130,31802,2068 HAMPSHIRE  ST,120,
Andre,ALLISON,02131977,0,1,76,,23510,2949 CLAIRMONT  ST,463,
Hailee,GROGAN,12101949,0,1,59,147,21715,2116 CLAIRMONT  ST,299,
Hannah,CAUSEY,12221962,0,2,,140,24776,555 PEAVINE CREEK  ST,378,
Leslie,RHOADS,12061969,0,4,74,137,20413,7746 SENECA  STREET,406,
Devin,FERRARA,06131952,0,4,71,177,20818,1432 CHAMPLAIN  ST,448,
Lena,MAGANA,11301965,0,3,61,118,34612,5036 CLARION  ST,398,
Maximus,FENTON,12211945,0,3,66,146,,,260,
Emilio,MELVIN,06281950,0,3,77,184,22190,5173 APPIAN  STREET,233,
Rylan,HARDEN,02131972,0,2,70,124,21600,6625 GRAYSON  ST,264,
Arianna,FORBES,09081974,0,3,66,129,25750,5047 SWANTON HILL  ST,101,
Nolan,GIBBONS,03221959,0,3,,,27984,3833 NORTHERN  STREET,356,
Angelique,FROST,04111965,0,4,77,,24693,2984 HANCOCK  STREET,206,
Rowan,SEAY,07021963,0,4,,123,32176,7190 MARY GAY  ST,223,
Piper,PAINTER,02151980,0,1,,139,31808,968 HEATHERDOWN  STREET,318,
Kennedy,BULL,10011957,0,2,60,126,20585,5435 MANOR  STREET,499,
Jamari,LOWERY,03151946,0,4,63,97,35857,6300 DURAND  ST,386,
Janelle,LAY,09301967,0,4,66,,27198,9696 LAMONT  ST,301,
Norah,SHERROD,05051967,0,3,77,132,34943,9678 CLAIRMONT  ST,274,
Jayda,HOLLEY,08261961,0,4,63,119,20688,2535 HIBERNIA  ST,210,
Johnny,CHILDERS,08021956,0,4,65,123,38852,3290 TWIN OAKS  ST,295,
Genevieve,ARELLANO,10051951,0,4,66,124,34898,5504 VICKERS  ST,329,
Donald,DELVALLE,11091958,0,2,,,30619,707 MIMOSA  STREET,184,
Jermaine,SHERRILL,03061959,0,2,62,122,38180,1562 FITZGERALD  STREET,404,
Elias,CHENG,11031945,0,4,62,120,37929,1446 HILLCREST  STREET,484,
Adam,YODER,08091950,0,2,64,128,26344,8506 WILTSHIRE  ST,272,
Mohamed,HOYT,07211961,0,1,,110,20218,6851 MAPLE  ST,456,
Paola,GRIGSBY,11281977,0,1,76,161,33623,4496 VILLAGE  STREET,277,
Linda,BEAVER,07291982,0,4,,146,39826,5712 MAPLE  STREET,456,
Jaiden,DONNELLY,12291984,0,4,57,,21830,3018 BEAUMONT  STREET,334,
Sydney,LUMPKIN,04061976,0,1,59,156,29111,6625 CLAIREMONT  STREET,390,
Katelynn,MORELAND,10161977,0,1,79,161,21511,6864 ASHBURY  STREET,470,
Sarai,DELAROSA,12041946,0,1,55,,20447,7270 WINNONA  ST,223,
Kirsten,BARR,09241985,0,3,65,120,35917,3705 ARCADIA  ST,380,
Judah,SAWYER,04201948,0,2,66,180,22561,3812 GENERAL DELIVERY  STREET,136,
Erick,ARCHULETA,08051945,0,3,61,98,39782,7222 ERIE  STREET,475,
Zachariah,RAINES,04291976,0,2,68,151,26525,9392 LAMONT  ST,359,
Kade,MCELROY,10141954,0,2,59,107,22404,6916 POPLAR  STREET,307,
Destiny,DEAN,02181964,0,4,75,192,27685,4566 COLLEGE  ST,177,
Terrance,GRANT,11291960,0,4,70,145,37275,7136 DRIFTWOOD  ST,364,
Mia,GOLDEN,02211959,0,1,72,150,37510,9323 GLENN  STREET,435,
Mekhi,SAENZ,10011943,0,3,61,,24710,3123 EMERSON  STREET,432,
Kayla,OUELLETTE,07091970,0,2,67,152,37744,8378 GREYLOCK  STREET,102,
Alexandra,HUANG,03181967,0,2,,106,32508,3627 WHEATFIELDS  ST,427,
Titus,SERRANO,01111946,0,4,71,132,20558,1326 PARKWOOD  STREET,211,
Myles,AMOS,07311968,0,,,127,31537,3767 KATHRYN  STREET,325,
Holly,GENTRY,07041943,0,1,61,107,24975,7676 WOODFERN  ST,494,
Audrey,LYONS,01081941,0,3,57,115,27461,1433 ROCKLAND  ST,349,
Emilia,PACK,06291978,0,4,77,165,32737,8223 MAEDIRIS  STREET,477,
Parker,HEALY,09181967,0,3,65,140,35020,7437 MCCLEAN  STREET,395,
Cecilia,STEELE,05041943,0,4,79,,36778,2435 PINEVIEW  STREET,469,
Kendall,GRISSOM,05161980,0,4,71,147,27097,2661 BROWER  ST,111,
Elise,HADLEY,04051955,0,2,74,161,32377,9750 HERTFORD  ST,298,
Tyler,PREWITT,09061982,0,2,61,97,25742,4907 MARY GAY  STREET,383,
Sara,SCHULTE,04291947,0,2,61,119,24453,155 POWELL  STREET,177,
Gabrielle,MOHR,11291944,0,2,76,142,30776,1042 SCOTT  ST,255,
Jackson,ADAM,04161942,0,3,,148,31398,403 DAVIS  STREET,249,
Holden,TATE,10211969,,1,69,146,29100,4531 NORTHERN  STREET,459,
Johnny,POLLARD,10121963,0,3,,160,30659,7778 CHARLESGATE  STREET,354,
Alec,LEONE,06221948,0,1,,166,27940,4898 COLLEGE  STREET,473,
Skyler,BRAGG,03191956,0,4,60,132,29055,4208 GLENN  STREET,238,
Tanner,TOTH,04261963,0,4,78,147,27285,416 SUPERIOR  STREET,469,
Kyler,COOLEY,11231947,0,2,56,88,31285,4709 FREEMAN  ST,245,
Bethany,CASH,12251974,0,3,,128,35316,7262 KATIE KERR  STREET,182,
Felix,DOWELL,03161949,0,,73,,27040,5109 HOWARD  ST,379,
Janiya,ALLEN,02061970,0,1,72,145,27445,4650 KATHRYN  ST,388,
Scott,SLEDGE,07171946,0,4,,141,26037,6526 SPRINGDALE  ST,354,
Gabriela,NICKERSON,09041945,0,4,66,117,27610,3241 MERRILL  STREET,414,
Jasmin,HICKS,12201955,0,2,58,115,21333,5412 LANSDOWNE  STREET,267,
Justin,DOUGLAS,08221954,0,4,77,175,27395,258 ASHBURY HEIGHTS  ST,248,
Gabriela,CALL,12141957,0,2,56,111,34122,3011 FAIRFIELD  STREET,483,
Micheal,GARDINER,11201946,0,2,61,,36923,8735 KATHRYN  STREET,497,
Jaden,BRANCH,03211971,0,1,75,193,38266,2418 RUPERT  STREET,221,
Aaron,MOFFETT,08181970,0,4,58,106,28246,7381 DEKALB COUNTY COURTHOUSE  STREET,450,
Ayla,ARTHUR,05141940,0,3,,152,23828,9157 GRAYSON  STREET,272,
Isaac,CHATMAN,07251966,0,1,60,118,39784,1362 VIDAL  ST,424,
Jorge,WELDON,09291940,0,4,62,137,33267,6479 OAKVIEW  ST,474,
Braydon,DONALD,12191940,0,4,68,161,37575,1066 FELD  ST,208,
Yasmin,ESPINOZA,10271941,,4,65,170,27885,3575 ROYAL PATH  ST,387,
Juan,ATKINS,07141972,0,3,68,126,20560,1573 EVANS  ST,139,
Kimberly,LAUGHLIN,02101964,0,3,,120,30944,4763 DEARBORN  ST,149,
Alexa,VELEZ,05101944,0,2,,162,23350,3267 RIMINGTON  ST,453,
Adeline,RAGSDALE,07241955,,2,,160,39696,3437 RUPERT  ST,190,
Adam,HUERTA,01111977,0,4,67,141,37247,4582 WINN  STREET,333,
Norah,ENRIQUEZ,03131962,0,3,59,123,32192,2536 ZOAR  ST,309,
Darius,SMALL,05011973,0,3,68,,25901,6285 LAREDO  STREET,111,
Bryant,SANFORD,08241940,0,3,,135,23198,1928 ADAMS  STREET,440,
Dominic,GIPSON,12291969,0,4,74,160,39874,2617 MOUNTAIN VIEW  STREET,498,
Emerson,PAYTON,12111941,0,1,78,183,37715,5764 PATTILLO  STREET,130,
Lukas,DOBSON,10151982,0,1,66,152,39092,122 CHEVELLE  STREET,267,
Hope,CONROY,01311951,0,,77,176,35312,6579 RIDLEY  ST,413,
Terry,RADFORD,02231974,0,1,69,102,36685,2855 NELSON FERRY  ST,130,
Derek,BATEMAN,01041946,0,3,62,,29540,7595 ANSLEY  ST,306,
Cali,ADAM,08271960,0,2,64,118,21033,8614 HIBERNIA  STREET,379,
Heidi,BRUCE,12201952,0,1,65,134,34411,7581 ROBIN  ST,139,
Orlando,STJOHN,06211979,0,1,58,120,22128,1344 THOMAS  STREET,478,
Aubrey,PRATHER,03271985,0,1,56,138,35203,1856 RUSSELL  ST,173,
Makenna,DODGE,11071950,0,3,70,,22680,5441 GRIFFIN  STREET,265,
Brayden,SPEARS,02151962,0,4,63,,35468,7588 SPRING  STREET,441,
Casey,YODER,05201960,0,4,61,151,29913,7811 MANOR  ST,310,
Abraham,COY,03311983,0,1,66,144,22951,225 HEATHERDOWN  ST,378,
Hannah,COSTA,07201962,0,4,64,115,23885,5411 BEAUMONT  ST,493,
Aiden,RUSH,06221944,0,3,67,,38965,3944 ROBIN  STREET,233,
Kylee,RENNER,03251952,0,3,56,106,33360,1168 ASHWOOD  STREET,128,
Dawson,AIKEN,11091953,0,1,63,125,33657,318 AVERY  STREET,169,
Sarai,LEONE,06141969,0,4,71,126,38317,6195 VILLAGE WALK  ST,162,
Maddox,PRESTON,11131981,0,4,61,132,28386,7567 INMAN  ST,340,
Miracle,MCCALL,05061983,0,2,,149,37790,8905 CONWAY  ST,204,
Juliana,MILLIGAN,06241945,0,1,74,,26991,6045 KATHRYN  ST,170,
Javon,RICKS,04271958,0,2,69,,35717,7653 JACKSON  ST,497,
Kristopher,BARBOUR,07271950,0,1,77,,22286,1765 GENEVA  STREET,339,
Tanner,FORTIER,03301973,0,4,66,138,28552,3985 CANDLER GROVE  STREET,291,
Paulina,HANKINS,09171943,0,3,75,151,37133,4580 UNDERWOOD  STREET,224,
Deandre,BAUGHMAN,06021971,0,3,78,135,33212,8774 SWANTON HILL  ST,422,
Alyssa,JACK,11171973,0,1,63,,28122,2737 HILLDALE  STREET,391,
Cade,INGRAM,04041943,,3,68,115,27618,452 FAYETTEVILLE  STREET,114,
Fiona,SUTHERLAND,01251960,0,2,67,,38222,2610 COURT  STREET,109,
Lyla,SISK,10261966,0,1,60,128,33458,185 MARY GAY  ST,391,
Eric,YU,11011945,0,1,,125,26163,5886 GARDEN  ST,323,
Eliza,SERRANO,10121966,0,4,,142,39869,2789 REGENCY PATH  ST,237,
Lizbeth,BRANDON,05071954,0,4,69,116,27795,4437 DRIFTWOOD  STREET,332,
Sadie,FLOOD,01141968,0,4,,169,27389,8688 ARCADIA  STREET,148,
Gabriella,PAGAN,03231983,0,3,73,168,34895,2180 RIDLEY  STREET,358,
Hailee,AYERS,11131952,0,1,71,164,24062,7967 CLAIRMONT  ST,498,
Ian,STINSON,08021985,0,3,63,,35086,8035 ASHBURY  ST,120,
Jackson,SALGADO,02131941,0,1,68,145,27138,580 PINETREE  STREET,469,
Jasmine,LUJAN,02191982,0,2,75,,25500,8023 ARBOR WAY  STREET,175,
Devon,LAWLER,07031941,0,4,79,,28440,7138 CRAIGIE  ST,312,
Jaden,MAYBERRY,06251971,0,,60,116,27887,2630 SENECA  ST,153,
Adan,ROUSH,07221949,0,1,78,,34969,1195 CHELSEA  STREET,339,
Ernesto,WHEATLEY,01041945,0,2,59,139,34419,9978 CALLAWAY BUILDING  STREET,390,
Jesus,CINTRON,10201955,0,2,79,201,27283,164 ROYAL PATH  ST,370,
Alanna,SHOEMAKER,02041968,0,2,76,176,39862,9284 HOOD  STREET,164,
Dallas,HEWITT,07031944,0,3,66,111,28531,7066 RIO  STREET,253,
Beau,TOLLIVER,10141980,0,3,57,125,24212,9314 MAEDIRIS  STREET,184,
Sage,FRY,07311964,0,1,70,187,39349,4337 HOWARD  ST,224,
